Campaign_Group,Campaign_Name,Ad_Name,Date,Objective,Ad_Format,Device,Job_Function,Seniority,Company_Size,Industry,Impressions,Clicks,CTR,Conversions,Conversion_Rate,Spend,CPC,Revenue,ROAS,Leads,Lead_Form_Completion_Rate,Engagement_Rate
Flash_Group,Flash_Sale_2024,IT_Ad,2024-07-28,Lead_Generation,Sponsored_Content,Mobile,IT,Director,10001+,Technology,226838,4661,2.05,240,5.15,11414.47,2.45,47324.85,4.15,240,71.83,3.43
Holiday_Group,Holiday_Campaign_2024,Marketing_Ad,2024-07-29,Lead_Generation,Sponsored_Content,Mobile,Marketing,Manager,10001+,Marketing,479218,17363,3.62,1423,8.2,36884.21,2.12,282156.21,7.65,1423,73.32,3.38
Holiday_Group,Holiday_Campaign_2024,Sales_Ad,2024-07-29,Brand_Awareness,Carousel,Mobile,Sales,Director,5001-10000,Consulting,361214,11029,3.05,1020,9.25,31481.95,2.85,192690.12,6.12,1020,69.94,3.38
Black_Group,Black_Friday_2024,Sales_Ad,2024-07-29,Brand_Awareness,Single_Image,Mobile,Sales,Manager,10001+,Education,680017,16246,2.39,1060,6.52,40010.11,2.46,224099.84,5.6,1060,67.91,3.87
Black_Group,Black_Friday_2024,Sales_Ad,2024-07-29,Brand_Awareness,Single_Image,Desktop,Sales,Director,501-1000,Education,246729,6197,2.51,527,8.5,13693.42,2.21,100445.44,7.34,527,72.58,4.27
Cyber_Group,Cyber_Monday_2024,Marketing_Ad,2024-07-29,Lead_Generation,Sponsored_Content,Desktop,Marketing,VP,501-1000,Consulting,333086,11085,3.33,842,7.6,28665.67,2.59,138601.62,4.84,842,76.86,3.21
Cyber_Group,Cyber_Monday_2024,Marketing_Ad,2024-07-29,Brand_Awareness,Video,Mobile,Marketing,VP,1001-5000,Marketing,426007,13731,3.22,694,5.05,33941.34,2.47,149623.04,4.41,694,64.19,3.01
Summer_Group,Summer_Sale_2024,HR_Ad,2024-07-29,Lead_Generation,Video,Mobile,HR,Director,1001-5000,Consulting,314603,9331,2.97,842,9.02,27169.21,2.91,167243.24,6.16,842,74.43,3.91
Summer_Group,Summer_Sale_2024,Finance_Ad,2024-07-29,Brand_Awareness,Carousel,Desktop,Finance,C-Level,1001-5000,Consulting,525760,17480,3.32,1047,5.99,40083.25,2.29,189837.69,4.74,1047,64.59,4.27
Back_Group,Back_To_School_2024,Marketing_Ad,2024-07-29,Lead_Generation,Carousel,Mobile,Marketing,VP,10001+,Consulting,244489,5668,2.32,528,9.32,12530.11,2.21,108388.96,8.65,528,69.94,3.18
Back_Group,Back_To_School_2024,Operations_Ad,2024-07-29,Brand_Awareness,Single_Image,Desktop,Operations,C-Level,1001-5000,Consulting,387756,11960,3.08,658,5.5,32583.57,2.72,106356.63,3.26,658,68.98,3.84
Spring_Group,Spring_Launch_2024,HR_Ad,2024-07-29,Conversions,Single_Image,Mobile,HR,Manager,10001+,Education,395347,13590,3.44,1162,8.55,35806.34,2.63,211233.28,5.9,1162,67.38,3.06
Spring_Group,Spring_Launch_2024,Operations_Ad,2024-07-29,Lead_Generation,Carousel,Desktop,Operations,VP,1001-5000,Technology,221337,7918,3.58,415,5.24,22735.41,2.87,78138.95,3.44,415,69.2,3.82
Valentine_Group,Valentine_Day_2024,IT_Ad,2024-07-29,Brand_Awareness,Carousel,Desktop,IT,VP,5001-10000,Marketing,185149,4501,2.43,411,9.13,12391.2,2.75,71127.4,5.74,411,67.24,3.48
Valentine_Group,Valentine_Day_2024,IT_Ad,2024-07-29,Brand_Awareness,Sponsored_Content,Desktop,IT,Director,5001-10000,Consulting,357967,8020,2.24,695,8.67,19396.97,2.42,121515.05,6.26,695,64.58,4.19
New_Group,New_Year_2024,Marketing_Ad,2024-07-29,Lead_Generation,Carousel,Desktop,Marketing,VP,5001-10000,Education,254716,7982,3.13,712,8.92,16327.85,2.05,127376.89,7.8,712,66.9,3.58
New_Group,New_Year_2024,Marketing_Ad,2024-07-29,Conversions,Sponsored_Content,Mobile,Marketing,Director,1001-5000,Education,515569,18719,3.63,1716,9.17,47954.83,2.56,321475.54,6.7,1716,64.32,3.28
Q3_Group,Q3_Promo_2024,Sales_Ad,2024-07-29,Brand_Awareness,Video,Desktop,Sales,C-Level,10001+,Consulting,513784,16826,3.27,975,5.79,35027.68,2.08,191600.53,5.47,975,65.75,3.59
Q3_Group,Q3_Promo_2024,Operations_Ad,2024-07-29,Brand_Awareness,Video,Mobile,Operations,Manager,5001-10000,Consulting,227319,7009,3.08,618,8.82,19977.09,2.85,102400.26,5.13,618,72.29,3.03
Flash_Group,Flash_Sale_2024,Marketing_Ad,2024-07-29,Conversions,Sponsored_Content,Mobile,Marketing,Director,1001-5000,Education,375371,11206,2.99,610,5.44,28250.43,2.52,111027.26,3.93,610,68.4,3.37
Flash_Group,Flash_Sale_2024,Sales_Ad,2024-07-29,Brand_Awareness,Carousel,Desktop,Sales,VP,10001+,Technology,253663,8486,3.35,548,6.46,19573.27,2.31,89427.12,4.57,548,75.12,3.83
Holiday_Group,Holiday_Campaign_2024,HR_Ad,2024-07-30,Lead_Generation,Carousel,Mobile,HR,C-Level,1001-5000,Technology,370760,10081,2.72,657,6.52,27603.71,2.74,123832.72,4.49,657,64.18,4.2
Holiday_Group,Holiday_Campaign_2024,Finance_Ad,2024-07-30,Conversions,Video,Desktop,Finance,Manager,10001+,Marketing,231670,5694,2.46,416,7.31,14559.19,2.56,76690.73,5.27,416,77.0,3.4
Black_Group,Black_Friday_2024,Sales_Ad,2024-07-30,Lead_Generation,Video,Mobile,Sales,C-Level,501-1000,Technology,570576,18747,3.29,1173,6.26,53340.12,2.85,194135.71,3.64,1173,69.85,3.33
Black_Group,Black_Friday_2024,Operations_Ad,2024-07-30,Conversions,Video,Mobile,Operations,VP,10001+,Education,159483,3317,2.08,221,6.66,7067.81,2.13,47472.74,6.72,221,73.24,3.45
Cyber_Group,Cyber_Monday_2024,Sales_Ad,2024-07-30,Conversions,Sponsored_Content,Mobile,Sales,Manager,501-1000,Education,348178,10149,2.91,574,5.66,24044.0,2.37,123031.9,5.12,574,72.76,3.51
Cyber_Group,Cyber_Monday_2024,Sales_Ad,2024-07-30,Lead_Generation,Carousel,Desktop,Sales,Director,5001-10000,Consulting,368506,11958,3.24,818,6.84,25540.66,2.14,135044.99,5.29,818,65.03,3.64
Summer_Group,Summer_Sale_2024,HR_Ad,2024-07-30,Lead_Generation,Carousel,Mobile,HR,Director,5001-10000,Education,460865,14603,3.17,1278,8.75,42742.93,2.93,238587.53,5.58,1278,69.27,3.72
Summer_Group,Summer_Sale_2024,Sales_Ad,2024-07-30,Brand_Awareness,Carousel,Desktop,Sales,Manager,1001-5000,Technology,283465,10259,3.62,926,9.03,29970.36,2.92,184501.26,6.16,926,71.04,3.9
Back_Group,Back_To_School_2024,Finance_Ad,2024-07-30,Conversions,Single_Image,Mobile,Finance,VP,10001+,Education,404592,13722,3.39,1167,8.5,28705.4,2.09,246174.4,8.58,1167,66.32,3.57
Back_Group,Back_To_School_2024,HR_Ad,2024-07-30,Conversions,Single_Image,Desktop,HR,VP,5001-10000,Marketing,680815,24316,3.57,2213,9.1,66993.91,2.76,475593.41,7.1,2213,77.81,3.48
Spring_Group,Spring_Launch_2024,Marketing_Ad,2024-07-30,Lead_Generation,Video,Mobile,Marketing,VP,10001+,Education,292517,8843,3.02,658,7.44,18968.89,2.15,127993.77,6.75,658,75.35,3.4
Spring_Group,Spring_Launch_2024,Finance_Ad,2024-07-30,Brand_Awareness,Carousel,Mobile,Finance,Director,1001-5000,Technology,495524,17231,3.48,1294,7.51,40894.6,2.37,267056.29,6.53,1294,67.44,3.03
Valentine_Group,Valentine_Day_2024,Sales_Ad,2024-07-30,Lead_Generation,Video,Desktop,Sales,Director,501-1000,Marketing,497109,12837,2.58,1162,9.05,29961.2,2.33,214678.19,7.17,1162,77.44,3.03
Valentine_Group,Valentine_Day_2024,IT_Ad,2024-07-30,Conversions,Sponsored_Content,Mobile,IT,Manager,5001-10000,Consulting,514434,16071,3.12,1078,6.71,33483.58,2.08,226433.34,6.76,1078,74.72,3.29
New_Group,New_Year_2024,HR_Ad,2024-07-30,Conversions,Carousel,Desktop,HR,C-Level,501-1000,Education,434679,12208,2.81,695,5.69,32676.69,2.68,133145.49,4.07,695,64.94,3.45
New_Group,New_Year_2024,IT_Ad,2024-07-30,Conversions,Video,Mobile,IT,Manager,501-1000,Marketing,204400,5067,2.48,423,8.35,11577.37,2.28,74707.79,6.45,423,73.33,3.65
Q3_Group,Q3_Promo_2024,HR_Ad,2024-07-30,Lead_Generation,Sponsored_Content,Desktop,HR,C-Level,501-1000,Consulting,651443,16287,2.5,1028,6.31,47798.5,2.93,199981.12,4.18,1028,72.88,3.65
Q3_Group,Q3_Promo_2024,Marketing_Ad,2024-07-30,Lead_Generation,Video,Mobile,Marketing,C-Level,501-1000,Technology,413905,8898,2.15,643,7.23,22648.27,2.55,119135.75,5.26,643,68.82,3.1
Flash_Group,Flash_Sale_2024,Finance_Ad,2024-07-30,Brand_Awareness,Video,Desktop,Finance,VP,501-1000,Education,628189,13554,2.16,945,6.97,37581.27,2.77,185228.38,4.93,945,65.0,3.01
Flash_Group,Flash_Sale_2024,Sales_Ad,2024-07-30,Lead_Generation,Video,Desktop,Sales,Director,1001-5000,Education,340589,11137,3.27,710,6.38,27131.02,2.44,149042.78,5.49,710,66.63,3.25
Holiday_Group,Holiday_Campaign_2024,Sales_Ad,2024-07-31,Conversions,Single_Image,Desktop,Sales,Manager,1001-5000,Consulting,414554,8313,2.01,606,7.29,18088.32,2.18,129476.15,7.16,606,67.68,3.19
Holiday_Group,Holiday_Campaign_2024,Finance_Ad,2024-07-31,Conversions,Single_Image,Desktop,Finance,Director,501-1000,Marketing,694714,19738,2.84,1230,6.23,39895.6,2.02,236060.05,5.92,1230,64.92,3.88
Black_Group,Black_Friday_2024,Sales_Ad,2024-07-31,Conversions,Carousel,Desktop,Sales,C-Level,501-1000,Technology,565879,17838,3.15,1222,6.85,40936.55,2.29,262001.25,6.4,1222,66.89,2.94
Black_Group,Black_Friday_2024,IT_Ad,2024-07-31,Brand_Awareness,Carousel,Mobile,IT,VP,10001+,Technology,694536,13699,1.97,1179,8.61,38774.77,2.83,223178.66,5.76,1179,73.92,3.03
Cyber_Group,Cyber_Monday_2024,IT_Ad,2024-07-31,Brand_Awareness,Video,Mobile,IT,Director,10001+,Marketing,560802,18375,3.28,1320,7.18,36939.53,2.01,284518.66,7.7,1320,77.41,4.3
Cyber_Group,Cyber_Monday_2024,HR_Ad,2024-07-31,Brand_Awareness,Video,Desktop,HR,Director,501-1000,Technology,276280,6070,2.2,496,8.17,14353.32,2.36,88128.55,6.14,496,75.4,4.12
Summer_Group,Summer_Sale_2024,Finance_Ad,2024-07-31,Conversions,Single_Image,Mobile,Finance,C-Level,1001-5000,Consulting,497244,12603,2.53,674,5.35,33859.77,2.69,121729.43,3.6,674,74.77,4.02
Summer_Group,Summer_Sale_2024,Operations_Ad,2024-07-31,Lead_Generation,Carousel,Mobile,Operations,C-Level,5001-10000,Technology,458047,16367,3.57,1291,7.89,36462.61,2.23,273176.81,7.49,1291,71.73,3.47
Back_Group,Back_To_School_2024,HR_Ad,2024-07-31,Brand_Awareness,Carousel,Desktop,HR,VP,5001-10000,Consulting,230268,5273,2.29,366,6.94,11156.31,2.12,70539.72,6.32,366,75.81,3.19
Back_Group,Back_To_School_2024,Finance_Ad,2024-07-31,Brand_Awareness,Single_Image,Mobile,Finance,C-Level,5001-10000,Consulting,471487,14739,3.13,958,6.5,38053.57,2.58,172081.35,4.52,958,74.68,3.28
Spring_Group,Spring_Launch_2024,IT_Ad,2024-07-31,Lead_Generation,Carousel,Mobile,IT,Director,10001+,Technology,217449,7787,3.58,393,5.05,22882.06,2.94,78853.7,3.45,393,71.5,3.54
Spring_Group,Spring_Launch_2024,Sales_Ad,2024-07-31,Conversions,Single_Image,Mobile,Sales,Director,1001-5000,Education,516633,14527,2.81,984,6.77,34972.94,2.41,206580.52,5.91,984,67.74,3.74
Valentine_Group,Valentine_Day_2024,Marketing_Ad,2024-07-31,Lead_Generation,Sponsored_Content,Mobile,Marketing,Director,1001-5000,Education,457134,16478,3.6,1200,7.28,42030.38,2.55,251291.22,5.98,1200,66.58,3.79
Valentine_Group,Valentine_Day_2024,IT_Ad,2024-07-31,Brand_Awareness,Sponsored_Content,Desktop,IT,Manager,5001-10000,Education,242865,7453,3.07,395,5.3,20420.42,2.74,82894.69,4.06,395,65.65,3.13
New_Group,New_Year_2024,IT_Ad,2024-07-31,Brand_Awareness,Video,Mobile,IT,C-Level,5001-10000,Consulting,342255,7425,2.17,468,6.3,19456.31,2.62,82207.39,4.23,468,73.13,3.03
New_Group,New_Year_2024,Finance_Ad,2024-07-31,Brand_Awareness,Single_Image,Mobile,Finance,C-Level,5001-10000,Education,233438,8201,3.51,714,8.71,22916.71,2.79,127639.38,5.57,714,73.86,4.0
Q3_Group,Q3_Promo_2024,IT_Ad,2024-07-31,Brand_Awareness,Video,Desktop,IT,VP,5001-10000,Education,492352,11834,2.4,715,6.04,32018.58,2.71,116605.13,3.64,715,70.74,3.98
Q3_Group,Q3_Promo_2024,Operations_Ad,2024-07-31,Conversions,Sponsored_Content,Mobile,Operations,Manager,10001+,Education,218891,4468,2.04,264,5.91,10393.97,2.33,48385.64,4.66,264,76.98,3.95
Flash_Group,Flash_Sale_2024,HR_Ad,2024-07-31,Brand_Awareness,Carousel,Mobile,HR,VP,10001+,Consulting,296541,7431,2.51,659,8.87,21273.25,2.86,129119.84,6.07,659,68.98,4.02
Flash_Group,Flash_Sale_2024,Marketing_Ad,2024-07-31,Lead_Generation,Sponsored_Content,Desktop,Marketing,Director,1001-5000,Marketing,243370,7078,2.91,397,5.61,18995.82,2.68,85163.83,4.48,397,77.72,3.39
Holiday_Group,Holiday_Campaign_2024,HR_Ad,2024-08-01,Brand_Awareness,Sponsored_Content,Desktop,HR,Manager,5001-10000,Education,418428,13795,3.3,1242,9.0,39760.08,2.88,214805.65,5.4,1242,67.59,3.26
Holiday_Group,Holiday_Campaign_2024,Operations_Ad,2024-08-01,Brand_Awareness,Carousel,Mobile,Operations,VP,1001-5000,Education,203861,5357,2.63,349,6.51,12403.43,2.32,63305.06,5.1,349,64.78,3.15
Black_Group,Black_Friday_2024,Operations_Ad,2024-08-01,Lead_Generation,Sponsored_Content,Desktop,Operations,Manager,10001+,Technology,485848,16778,3.45,1052,6.27,48119.28,2.87,211522.54,4.4,1052,75.98,3.61
Black_Group,Black_Friday_2024,Finance_Ad,2024-08-01,Brand_Awareness,Single_Image,Mobile,Finance,C-Level,5001-10000,Education,425336,15309,3.6,818,5.34,32439.31,2.12,161948.73,4.99,818,71.12,3.31
Cyber_Group,Cyber_Monday_2024,IT_Ad,2024-08-01,Conversions,Sponsored_Content,Mobile,IT,Director,5001-10000,Consulting,275750,9323,3.38,781,8.38,20688.79,2.22,163009.58,7.88,781,68.52,3.02
Cyber_Group,Cyber_Monday_2024,HR_Ad,2024-08-01,Conversions,Carousel,Mobile,HR,VP,1001-5000,Education,517497,10984,2.12,645,5.87,26680.53,2.43,138265.63,5.18,645,65.42,3.05
Summer_Group,Summer_Sale_2024,Marketing_Ad,2024-08-01,Brand_Awareness,Carousel,Desktop,Marketing,Manager,1001-5000,Marketing,346960,7998,2.31,461,5.76,16713.53,2.09,90109.87,5.39,461,67.06,3.42
Summer_Group,Summer_Sale_2024,IT_Ad,2024-08-01,Lead_Generation,Single_Image,Desktop,IT,VP,1001-5000,Education,721131,16262,2.26,1364,8.39,45041.7,2.77,284908.28,6.33,1364,68.83,3.56
Back_Group,Back_To_School_2024,Finance_Ad,2024-08-01,Conversions,Sponsored_Content,Desktop,Finance,Director,10001+,Technology,242914,4913,2.02,273,5.56,12825.32,2.61,48572.22,3.79,273,75.4,3.79
Back_Group,Back_To_School_2024,IT_Ad,2024-08-01,Lead_Generation,Video,Mobile,IT,Director,1001-5000,Education,345009,8077,2.34,453,5.61,21117.48,2.61,98071.46,4.64,453,67.49,4.07
Spring_Group,Spring_Launch_2024,Operations_Ad,2024-08-01,Brand_Awareness,Video,Desktop,Operations,C-Level,501-1000,Marketing,715398,16086,2.25,1418,8.82,31682.25,1.97,290756.96,9.18,1418,66.09,4.08
Spring_Group,Spring_Launch_2024,Finance_Ad,2024-08-01,Brand_Awareness,Carousel,Desktop,Finance,Director,501-1000,Technology,603994,16518,2.73,1247,7.55,47702.12,2.89,232869.97,4.88,1247,64.09,4.25
Valentine_Group,Valentine_Day_2024,Marketing_Ad,2024-08-01,Lead_Generation,Video,Mobile,Marketing,Director,10001+,Consulting,336257,8263,2.46,418,5.06,22102.27,2.67,80434.72,3.64,418,66.16,2.91
Valentine_Group,Valentine_Day_2024,Operations_Ad,2024-08-01,Brand_Awareness,Video,Desktop,Operations,Manager,10001+,Consulting,593614,17648,2.97,1360,7.71,47289.74,2.68,253902.82,5.37,1360,70.7,3.2
New_Group,New_Year_2024,Finance_Ad,2024-08-01,Lead_Generation,Carousel,Desktop,Finance,Manager,1001-5000,Education,181839,6193,3.41,345,5.57,16333.96,2.64,60913.72,3.73,345,76.16,4.26
New_Group,New_Year_2024,Finance_Ad,2024-08-01,Conversions,Carousel,Desktop,Finance,C-Level,10001+,Marketing,696007,20306,2.92,1573,7.75,57095.69,2.81,316749.57,5.55,1573,75.64,3.39
Q3_Group,Q3_Promo_2024,IT_Ad,2024-08-01,Lead_Generation,Single_Image,Desktop,IT,Director,1001-5000,Marketing,571004,13176,2.31,1125,8.54,28333.23,2.15,217841.1,7.69,1125,69.78,3.63
Q3_Group,Q3_Promo_2024,Marketing_Ad,2024-08-01,Conversions,Carousel,Mobile,Marketing,C-Level,501-1000,Consulting,763022,26417,3.46,1955,7.4,64917.8,2.46,384179.41,5.92,1955,75.13,4.14
Flash_Group,Flash_Sale_2024,Operations_Ad,2024-08-01,Conversions,Sponsored_Content,Desktop,Operations,Manager,5001-10000,Consulting,274842,8287,3.02,640,7.72,18087.58,2.18,109609.31,6.06,640,75.37,3.83
Flash_Group,Flash_Sale_2024,HR_Ad,2024-08-01,Brand_Awareness,Video,Desktop,HR,Manager,501-1000,Technology,672086,23836,3.55,1350,5.66,68534.43,2.88,247021.32,3.6,1350,70.76,4.02
Holiday_Group,Holiday_Campaign_2024,IT_Ad,2024-08-02,Brand_Awareness,Video,Desktop,IT,C-Level,1001-5000,Marketing,401738,14120,3.51,1096,7.76,33310.3,2.36,238264.91,7.15,1096,76.43,3.4
Holiday_Group,Holiday_Campaign_2024,Marketing_Ad,2024-08-02,Brand_Awareness,Sponsored_Content,Mobile,Marketing,Manager,1001-5000,Marketing,583794,18993,3.25,1535,8.08,51066.19,2.69,248838.06,4.87,1535,66.73,3.2
Black_Group,Black_Friday_2024,IT_Ad,2024-08-02,Brand_Awareness,Single_Image,Desktop,IT,Manager,10001+,Marketing,187356,3974,2.12,258,6.49,10930.38,2.75,53072.8,4.86,258,77.13,3.33
Black_Group,Black_Friday_2024,Marketing_Ad,2024-08-02,Lead_Generation,Sponsored_Content,Mobile,Marketing,Director,10001+,Marketing,565204,11908,2.11,881,7.4,26780.43,2.25,151330.0,5.65,881,71.53,3.33
Cyber_Group,Cyber_Monday_2024,IT_Ad,2024-08-02,Conversions,Video,Desktop,IT,Manager,501-1000,Marketing,682752,17691,2.59,1253,7.08,35351.48,2.0,226215.69,6.4,1253,69.15,3.41
Cyber_Group,Cyber_Monday_2024,Sales_Ad,2024-08-02,Lead_Generation,Video,Desktop,Sales,VP,10001+,Consulting,407027,11384,2.8,963,8.46,25133.42,2.21,179865.72,7.16,963,65.96,4.32
Summer_Group,Summer_Sale_2024,Marketing_Ad,2024-08-02,Conversions,Single_Image,Mobile,Marketing,VP,5001-10000,Consulting,367947,11595,3.15,761,6.56,32357.07,2.79,129726.58,4.01,761,70.1,3.57
Summer_Group,Summer_Sale_2024,HR_Ad,2024-08-02,Lead_Generation,Carousel,Desktop,HR,C-Level,1001-5000,Technology,289491,5768,1.99,491,8.51,15012.76,2.6,96589.78,6.43,491,72.85,4.14
Back_Group,Back_To_School_2024,IT_Ad,2024-08-02,Conversions,Single_Image,Desktop,IT,Manager,501-1000,Consulting,411671,14165,3.44,1029,7.26,30681.14,2.17,168154.01,5.48,1029,75.31,4.0
Back_Group,Back_To_School_2024,Operations_Ad,2024-08-02,Brand_Awareness,Sponsored_Content,Desktop,Operations,Director,1001-5000,Consulting,601180,15780,2.62,932,5.91,36652.36,2.32,173249.19,4.73,932,68.22,3.71
Spring_Group,Spring_Launch_2024,IT_Ad,2024-08-02,Brand_Awareness,Carousel,Mobile,IT,Manager,1001-5000,Consulting,645728,20186,3.13,1844,9.14,49731.77,2.46,318546.32,6.41,1844,72.99,3.01
Spring_Group,Spring_Launch_2024,IT_Ad,2024-08-02,Brand_Awareness,Sponsored_Content,Desktop,IT,VP,501-1000,Technology,571995,18181,3.18,1437,7.9,49578.94,2.73,242119.33,4.88,1437,64.53,3.91
Valentine_Group,Valentine_Day_2024,HR_Ad,2024-08-02,Brand_Awareness,Video,Mobile,HR,Director,501-1000,Education,497737,10028,2.01,847,8.45,21128.33,2.11,183516.28,8.69,847,71.29,3.1
Valentine_Group,Valentine_Day_2024,HR_Ad,2024-08-02,Brand_Awareness,Sponsored_Content,Desktop,HR,C-Level,10001+,Education,493538,16152,3.27,854,5.29,40256.62,2.49,152934.23,3.8,854,74.59,3.35
New_Group,New_Year_2024,Operations_Ad,2024-08-02,Lead_Generation,Sponsored_Content,Desktop,Operations,C-Level,501-1000,Consulting,544943,18966,3.48,1576,8.31,55474.6,2.92,276094.98,4.98,1576,67.35,3.32
New_Group,New_Year_2024,Marketing_Ad,2024-08-02,Brand_Awareness,Single_Image,Desktop,Marketing,C-Level,501-1000,Consulting,312476,7063,2.26,557,7.89,15615.37,2.21,109400.79,7.01,557,68.74,3.16
Q3_Group,Q3_Promo_2024,IT_Ad,2024-08-02,Lead_Generation,Carousel,Mobile,IT,Manager,1001-5000,Marketing,621812,13554,2.18,907,6.69,28508.42,2.1,175812.97,6.17,907,74.24,3.87
Q3_Group,Q3_Promo_2024,IT_Ad,2024-08-02,Lead_Generation,Single_Image,Mobile,IT,C-Level,10001+,Marketing,352871,10797,3.06,774,7.17,23398.39,2.17,152145.83,6.5,774,74.47,2.99
Flash_Group,Flash_Sale_2024,Sales_Ad,2024-08-02,Lead_Generation,Single_Image,Desktop,Sales,Manager,5001-10000,Education,279751,5830,2.08,437,7.5,14549.0,2.5,70849.88,4.87,437,73.23,3.98
Flash_Group,Flash_Sale_2024,IT_Ad,2024-08-02,Conversions,Single_Image,Mobile,IT,VP,501-1000,Consulting,264724,6688,2.53,535,8.0,18679.4,2.79,95692.61,5.12,535,74.44,4.16
Holiday_Group,Holiday_Campaign_2024,Operations_Ad,2024-08-03,Lead_Generation,Sponsored_Content,Desktop,Operations,VP,5001-10000,Marketing,482714,15010,3.11,794,5.29,30793.78,2.05,154763.83,5.03,794,70.89,4.05
Holiday_Group,Holiday_Campaign_2024,IT_Ad,2024-08-03,Lead_Generation,Single_Image,Mobile,IT,VP,10001+,Consulting,527225,12872,2.44,1069,8.3,31691.08,2.46,189153.46,5.97,1069,69.04,2.97
Black_Group,Black_Friday_2024,Marketing_Ad,2024-08-03,Lead_Generation,Carousel,Mobile,Marketing,C-Level,5001-10000,Technology,247204,7379,2.98,425,5.76,18055.06,2.45,68813.89,3.81,425,66.3,3.96
Black_Group,Black_Friday_2024,Marketing_Ad,2024-08-03,Lead_Generation,Video,Desktop,Marketing,Director,1001-5000,Technology,420337,11080,2.64,821,7.41,24309.67,2.19,156530.61,6.44,821,77.86,3.99
Cyber_Group,Cyber_Monday_2024,IT_Ad,2024-08-03,Brand_Awareness,Sponsored_Content,Desktop,IT,Director,501-1000,Marketing,570653,16725,2.93,1489,8.9,44873.61,2.68,243959.32,5.44,1489,76.9,3.18
Cyber_Group,Cyber_Monday_2024,Marketing_Ad,2024-08-03,Brand_Awareness,Carousel,Desktop,Marketing,Director,5001-10000,Technology,411632,13415,3.26,1228,9.15,27730.68,2.07,263177.44,9.49,1228,73.19,3.1
Summer_Group,Summer_Sale_2024,HR_Ad,2024-08-03,Conversions,Single_Image,Mobile,HR,Director,10001+,Technology,463260,11758,2.54,799,6.8,33770.73,2.87,160633.93,4.76,799,72.95,3.27
Summer_Group,Summer_Sale_2024,Finance_Ad,2024-08-03,Brand_Awareness,Sponsored_Content,Desktop,Finance,Director,5001-10000,Technology,293868,7783,2.65,682,8.76,18112.09,2.33,115575.97,6.38,682,69.73,2.89
Back_Group,Back_To_School_2024,HR_Ad,2024-08-03,Lead_Generation,Video,Mobile,HR,Manager,1001-5000,Consulting,311456,9357,3.0,581,6.21,19142.29,2.05,122982.04,6.42,581,73.72,2.98
Back_Group,Back_To_School_2024,Finance_Ad,2024-08-03,Brand_Awareness,Carousel,Mobile,Finance,Manager,5001-10000,Consulting,744816,26424,3.55,2384,9.02,55460.17,2.1,459746.76,8.29,2384,77.1,4.27
Spring_Group,Spring_Launch_2024,HR_Ad,2024-08-03,Conversions,Video,Desktop,HR,VP,1001-5000,Marketing,604159,14798,2.45,1112,7.51,42413.5,2.87,201236.27,4.74,1112,70.43,3.46
Spring_Group,Spring_Launch_2024,IT_Ad,2024-08-03,Lead_Generation,Single_Image,Mobile,IT,VP,501-1000,Technology,262861,8772,3.34,445,5.07,17462.84,1.99,73627.19,4.22,445,72.57,4.05
Valentine_Group,Valentine_Day_2024,Sales_Ad,2024-08-03,Conversions,Single_Image,Mobile,Sales,VP,1001-5000,Marketing,326741,9339,2.86,655,7.01,20504.84,2.2,115371.85,5.63,655,67.79,3.44
Valentine_Group,Valentine_Day_2024,Sales_Ad,2024-08-03,Brand_Awareness,Video,Desktop,Sales,Manager,5001-10000,Marketing,425954,15182,3.56,1287,8.48,43359.45,2.86,249555.91,5.76,1287,75.44,4.28
New_Group,New_Year_2024,HR_Ad,2024-08-03,Lead_Generation,Single_Image,Desktop,HR,Director,1001-5000,Education,282702,7271,2.57,568,7.81,19446.03,2.67,118436.33,6.09,568,68.83,3.33
New_Group,New_Year_2024,Operations_Ad,2024-08-03,Conversions,Video,Desktop,Operations,VP,1001-5000,Marketing,395583,8722,2.2,531,6.09,17433.39,2.0,90548.51,5.19,531,63.99,4.0
Q3_Group,Q3_Promo_2024,IT_Ad,2024-08-03,Lead_Generation,Video,Mobile,IT,Manager,1001-5000,Education,406467,12534,3.08,770,6.14,26569.44,2.12,126993.33,4.78,770,78.06,3.03
Q3_Group,Q3_Promo_2024,Finance_Ad,2024-08-03,Lead_Generation,Carousel,Mobile,Finance,VP,10001+,Consulting,176672,5285,2.99,469,8.87,12077.52,2.29,97972.48,8.11,469,76.23,3.94
Flash_Group,Flash_Sale_2024,IT_Ad,2024-08-03,Conversions,Single_Image,Mobile,IT,Director,10001+,Technology,434903,8988,2.07,764,8.5,18185.75,2.02,152002.16,8.36,764,77.83,3.81
Flash_Group,Flash_Sale_2024,Operations_Ad,2024-08-03,Lead_Generation,Video,Desktop,Operations,Director,10001+,Marketing,189770,4004,2.11,236,5.89,9282.42,2.32,46567.17,5.02,236,65.26,3.99
Holiday_Group,Holiday_Campaign_2024,Sales_Ad,2024-08-04,Conversions,Sponsored_Content,Desktop,Sales,Manager,10001+,Technology,226832,7252,3.2,569,7.85,21075.53,2.91,117468.62,5.57,569,65.11,4.24
Holiday_Group,Holiday_Campaign_2024,IT_Ad,2024-08-04,Brand_Awareness,Carousel,Desktop,IT,Manager,10001+,Marketing,410954,11458,2.79,666,5.81,33204.74,2.9,108906.92,3.28,666,68.12,3.11
